文件路径,识别结果,位置,置信度,用时
疲劳驾驶.mp4,打哈欠,"[62, 68, 414, 638]",0.40657317638397217,0.01999950408935547
疲劳驾驶.mp4,闭眼,"[150, 226, 249, 291]",0.3127095401287079,0.024000883102416992
疲劳驾驶.mp4,闭眼,"[314, 229, 398, 294]",0.33672115206718445,0.024000883102416992
疲劳驾驶.mp4,打哈欠,"[62, 68, 414, 638]",0.4063965976238251,0.024000883102416992
疲劳驾驶.mp4,闭眼,"[150, 226, 249, 291]",0.31262150406837463,0.026000499725341797
疲劳驾驶.mp4,闭眼,"[314, 229, 398, 294]",0.3366929292678833,0.026000499725341797
疲劳驾驶.mp4,打哈欠,"[62, 68, 414, 638]",0.4063900411128998,0.026000499725341797
疲劳驾驶.mp4,闭眼,"[150, 226, 249, 291]",0.3114517033100128,0.02500128746032715
疲劳驾驶.mp4,闭眼,"[314, 229, 398, 294]",0.3366653323173523,0.02500128746032715
疲劳驾驶.mp4,打哈欠,"[62, 68, 414, 638]",0.4063379466533661,0.02500128746032715
疲劳驾驶.mp4,闭眼,"[150, 226, 249, 291]",0.31261977553367615,0.01599717140197754
疲劳驾驶.mp4,闭眼,"[314, 229, 398, 294]",0.3366509675979614,0.01599717140197754
疲劳驾驶.mp4,打哈欠,"[62, 68, 414, 638]",0.40646040439605713,0.01599717140197754
疲劳驾驶.mp4,闭眼,"[150, 226, 249, 291]",0.3128114938735962,0.015995502471923828
疲劳驾驶.mp4,闭眼,"[314, 229, 398, 294]",0.3364892303943634,0.015995502471923828
疲劳驾驶.mp4,打哈欠,"[62, 68, 414, 638]",0.40677785873413086,0.015995502471923828
疲劳驾驶.mp4,闭眼,"[150, 226, 249, 291]",0.3139042854309082,0.021000385284423828
疲劳驾驶.mp4,闭眼,"[314, 229, 398, 294]",0.3375489413738251,0.021000385284423828
疲劳驾驶.mp4,打哈欠,"[58, 13, 412, 639]",0.40701940655708313,0.021000385284423828
疲劳驾驶.mp4,闭眼,"[150, 225, 249, 290]",0.3172661364078522,0.024999618530273438
疲劳驾驶.mp4,闭眼,"[315, 229, 397, 295]",0.3349960446357727,0.024999618530273438
疲劳驾驶.mp4,打哈欠,"[61, 66, 413, 638]",0.40544089674949646,0.024999618530273438
疲劳驾驶.mp4,闭眼,"[140, 210, 248, 281]",0.30677181482315063,0.017997026443481445
疲劳驾驶.mp4,闭眼,"[320, 223, 408, 293]",0.33749058842658997,0.017997026443481445
疲劳驾驶.mp4,打哈欠,"[36, 26, 421, 639]",0.4439968466758728,0.017997026443481445
疲劳驾驶.mp4,闭眼,"[320, 178, 448, 271]",0.34798508882522583,0.016999483108520508
疲劳驾驶.mp4,闭眼,"[39, 162, 197, 272]",0.3973233997821808,0.016999483108520508
疲劳驾驶.mp4,打哈欠,"[0, 0, 482, 639]",0.4275973439216614,0.016999483108520508
疲劳驾驶.mp4,打哈欠,"[5, 0, 639, 640]",0.2534048855304718,0.017000675201416016
疲劳驾驶.mp4,打哈欠,"[1, 1, 476, 637]",0.5015841722488403,0.019999265670776367
疲劳驾驶.mp4,睁眼,"[101, 40, 202, 115]",0.2967539429664612,0.023999691009521484
疲劳驾驶.mp4,睁眼,"[276, 36, 369, 114]",0.379519522190094,0.023999691009521484
疲劳驾驶.mp4,打哈欠,"[66, 0, 421, 508]",0.4513360559940338,0.023999691009521484
疲劳驾驶.mp4,睁眼,"[160, 93, 239, 153]",0.36490288376808167,0.016999244689941406
疲劳驾驶.mp4,睁眼,"[298, 96, 369, 160]",0.38002651929855347,0.016999244689941406
疲劳驾驶.mp4,打哈欠,"[119, 13, 395, 458]",0.41914260387420654,0.016999244689941406
疲劳驾驶.mp4,睁眼,"[177, 109, 252, 163]",0.3444337546825409,0.016993045806884766
疲劳驾驶.mp4,睁眼,"[302, 113, 368, 173]",0.36570918560028076,0.016993045806884766
疲劳驾驶.mp4,打哈欠,"[136, 37, 387, 452]",0.4039672613143921,0.016993045806884766
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.35243356227874756,0.01799917221069336
疲劳驾驶.mp4,睁眼,"[303, 114, 368, 175]",0.37292686104774475,0.01799917221069336
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4032781422138214,0.01799917221069336
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.3525658845901489,0.02200031280517578
疲劳驾驶.mp4,睁眼,"[303, 114, 368, 175]",0.3729010820388794,0.02200031280517578
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4031897485256195,0.02200031280517578
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.3524753153324127,0.0169980525970459
疲劳驾驶.mp4,睁眼,"[303, 114, 368, 175]",0.3729130029678345,0.0169980525970459
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.40317201614379883,0.0169980525970459
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.3523678183555603,0.018747806549072266
疲劳驾驶.mp4,睁眼,"[303, 114, 368, 175]",0.3725186884403229,0.018747806549072266
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4035978317260742,0.018747806549072266
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.35253942012786865,0.018000364303588867
疲劳驾驶.mp4,睁眼,"[303, 114, 368, 175]",0.3725550174713135,0.018000364303588867
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4034893810749054,0.018000364303588867
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.3525328040122986,0.019000530242919922
疲劳驾驶.mp4,睁眼,"[303, 114, 368, 175]",0.3725734055042267,0.019000530242919922
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.40346187353134155,0.019000530242919922
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.3521910011768341,0.018000364303588867
疲劳驾驶.mp4,睁眼,"[303, 115, 368, 175]",0.3727136552333832,0.018000364303588867
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4036828279495239,0.018000364303588867
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.35274508595466614,0.017998695373535156
疲劳驾驶.mp4,睁眼,"[303, 115, 368, 174]",0.37251290678977966,0.017998695373535156
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.40321022272109985,0.017998695373535156
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.35293540358543396,0.019748687744140625
疲劳驾驶.mp4,睁眼,"[303, 115, 368, 174]",0.3725493550300598,0.019748687744140625
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4032649099826813,0.019748687744140625
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.3528011441230774,0.015738725662231445
疲劳驾驶.mp4,睁眼,"[303, 115, 368, 174]",0.37269484996795654,0.015738725662231445
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.4032423198223114,0.015738725662231445
疲劳驾驶.mp4,睁眼,"[179, 110, 253, 164]",0.35260048508644104,0.021999597549438477
疲劳驾驶.mp4,睁眼,"[303, 115, 368, 175]",0.37272265553474426,0.021999597549438477
疲劳驾驶.mp4,打哈欠,"[138, 38, 387, 451]",0.40347951650619507,0.021999597549438477
疲劳驾驶.mp4,打哈欠,"[47, 1, 431, 542]",0.44943132996559143,0.022001028060913086
疲劳驾驶.mp4,闭眼,"[600, 128, 639, 194]",0.3357851505279541,0.018132686614990234
疲劳驾驶.mp4,闭眼,"[369, 144, 447, 215]",0.5026512145996094,0.018132686614990234
疲劳驾驶.mp4,未打哈欠,"[324, 36, 640, 482]",0.5107767581939697,0.018132686614990234
疲劳驾驶.mp4,闭眼,"[509, 132, 564, 192]",0.539315402507782,0.018132686614990234
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.34289807081222534,0.014996528625488281
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37927958369255066,0.014996528625488281
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7048114538192749,0.014996528625488281
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3428635001182556,0.019999265670776367
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37953826785087585,0.019999265670776367
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7049040198326111,0.019999265670776367
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3432106077671051,0.02000141143798828
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3791296184062958,0.02000141143798828
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7046745419502258,0.02000141143798828
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3423623740673065,0.016998291015625
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3783729374408722,0.016998291015625
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7049368023872375,0.016998291015625
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.34242162108421326,0.016748666763305664
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37843015789985657,0.016748666763305664
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7049235105514526,0.016748666763305664
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3421657979488373,0.01900005340576172
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3787209391593933,0.01900005340576172
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7047213912010193,0.01900005340576172
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.342285692691803,0.01900005340576172
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3781340718269348,0.01900005340576172
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7048136591911316,0.01900005340576172
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3423196077346802,0.020000219345092773
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37805089354515076,0.020000219345092773
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7047650218009949,0.020000219345092773
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3427964448928833,0.016999244689941406
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37898996472358704,0.016999244689941406
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7044817805290222,0.016999244689941406
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.34296318888664246,0.0169985294342041
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3791556656360626,0.0169985294342041
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7045260667800903,0.0169985294342041
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.34306666254997253,0.01800084114074707
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3789397180080414,0.01800084114074707
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7045474648475647,0.01800084114074707
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3424789607524872,0.02100062370300293
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.38000214099884033,0.02100062370300293
疲劳驾驶.mp4,未打哈欠,"[331, 5, 638, 501]",0.7043867111206055,0.02100062370300293
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3416447043418884,0.01799774169921875
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3774447441101074,0.01799774169921875
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7053093910217285,0.01799774169921875
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3418707251548767,0.016997337341308594
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37792590260505676,0.016997337341308594
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7047662138938904,0.016997337341308594
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.34236422181129456,0.022001981735229492
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.37973591685295105,0.022001981735229492
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7050358653068542,0.022001981735229492
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3423008322715759,0.022000551223754883
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3786414861679077,0.022000551223754883
疲劳驾驶.mp4,未打哈欠,"[329, 3, 638, 503]",0.7049618363380432,0.022000551223754883
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3423086702823639,0.01899886131286621
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3791719675064087,0.01899886131286621
疲劳驾驶.mp4,未打哈欠,"[329, 3, 638, 503]",0.7049053907394409,0.01899886131286621
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.34276434779167175,0.017000436782836914
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3785153925418854,0.017000436782836914
疲劳驾驶.mp4,未打哈欠,"[329, 4, 638, 503]",0.7053325176239014,0.017000436782836914
疲劳驾驶.mp4,闭眼,"[550, 89, 631, 158]",0.3429636061191559,0.027773141860961914
疲劳驾驶.mp4,闭眼,"[377, 112, 479, 185]",0.3786679804325104,0.027773141860961914
疲劳驾驶.mp4,未打哈欠,"[329, 3, 638, 503]",0.7048028111457825,0.027773141860961914
疲劳驾驶.mp4,闭眼,"[549, 88, 632, 158]",0.3474327623844147,0.022002220153808594
疲劳驾驶.mp4,闭眼,"[377, 111, 479, 185]",0.3845960795879364,0.022002220153808594
疲劳驾驶.mp4,未打哈欠,"[328, 3, 638, 507]",0.7107607126235962,0.022002220153808594
疲劳驾驶.mp4,闭眼,"[380, 103, 484, 179]",0.34376126527786255,0.016998291015625
疲劳驾驶.mp4,闭眼,"[557, 80, 637, 151]",0.4118063449859619,0.016998291015625
疲劳驾驶.mp4,未打哈欠,"[329, 1, 639, 514]",0.712151050567627,0.016998291015625
疲劳驾驶.mp4,闭眼,"[379, 81, 498, 169]",0.273384153842926,0.02001643180847168
疲劳驾驶.mp4,闭眼,"[570, 57, 639, 135]",0.3312237560749054,0.02001643180847168
疲劳驾驶.mp4,未打哈欠,"[338, 0, 640, 533]",0.739223062992096,0.02001643180847168
疲劳驾驶.mp4,闭眼,"[597, 27, 640, 106]",0.2976400852203369,0.02400040626525879
疲劳驾驶.mp4,闭眼,"[374, 59, 514, 154]",0.38019248843193054,0.02400040626525879
疲劳驾驶.mp4,未打哈欠,"[336, 0, 639, 555]",0.7437417507171631,0.02400040626525879
疲劳驾驶.mp4,闭眼,"[360, 35, 534, 152]",0.3728788495063782,0.017999887466430664
疲劳驾驶.mp4,未打哈欠,"[341, 0, 640, 621]",0.7285557389259338,0.017999887466430664
疲劳驾驶.mp4,打哈欠,"[269, 0, 639, 622]",0.3497089445590973,0.0226290225982666
疲劳驾驶.mp4,闭眼,"[330, 41, 516, 177]",0.40723857283592224,0.0226290225982666
疲劳驾驶.mp4,打哈欠,"[1, 3, 640, 636]",0.4618755578994751,0.023998022079467773
疲劳驾驶.mp4,打哈欠,"[1, 197, 639, 640]",0.2857251763343811,0.019999265670776367
疲劳驾驶.mp4,睁眼,"[347, 171, 499, 320]",0.292415589094162,0.01699995994567871
疲劳驾驶.mp4,未打哈欠,"[12, 307, 606, 640]",0.5165485739707947,0.01699995994567871
疲劳驾驶.mp4,未打哈欠,"[23, 7, 639, 640]",0.6066559553146362,0.01699995994567871
疲劳驾驶.mp4,未打哈欠,"[164, 52, 615, 640]",0.7461900115013123,0.017998218536376953
疲劳驾驶.mp4,未打哈欠,"[217, 33, 539, 637]",0.7878475189208984,0.019998550415039062
疲劳驾驶.mp4,未打哈欠,"[219, 42, 538, 638]",0.8181508779525757,0.01600027084350586
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7943750023841858,0.01699995994567871
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7934191226959229,0.020000219345092773
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.793411135673523,0.02199864387512207
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7933900356292725,0.022511720657348633
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7934641242027283,0.015997648239135742
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7935207486152649,0.015004158020019531
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7935065627098083,0.016000032424926758
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7934653162956238,0.015990495681762695
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7935716509819031,0.0149993896484375
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7936699986457825,0.0149993896484375
疲劳驾驶.mp4,未打哈欠,"[191, 31, 545, 638]",0.7938684821128845,0.018999814987182617
疲劳驾驶.mp4,未打哈欠,"[190, 31, 545, 639]",0.7917366623878479,0.015999317169189453
疲劳驾驶.mp4,未打哈欠,"[191, 36, 545, 639]",0.7923833131790161,0.015000104904174805
疲劳驾驶.mp4,未打哈欠,"[192, 40, 545, 639]",0.7995954155921936,0.01399540901184082
疲劳驾驶.mp4,未打哈欠,"[193, 33, 545, 639]",0.7869061827659607,0.015999317169189453
疲劳驾驶.mp4,未打哈欠,"[178, 10, 547, 638]",0.764298677444458,0.013993024826049805
疲劳驾驶.mp4,未打哈欠,"[18, 7, 556, 637]",0.7072027325630188,0.015000343322753906
疲劳驾驶.mp4,打哈欠,"[0, 0, 292, 633]",0.32385531067848206,0.016999483108520508
疲劳驾驶.mp4,未打哈欠,"[6, 1, 542, 638]",0.5156963467597961,0.016999483108520508
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 165]",0.33996379375457764,0.01700115203857422
疲劳驾驶.mp4,睁眼,"[1, 89, 115, 176]",0.34054675698280334,0.01700115203857422
疲劳驾驶.mp4,打哈欠,"[0, 0, 284, 607]",0.4561341404914856,0.01700115203857422
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.3506931960582733,0.015000104904174805
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.3568364977836609,0.015000104904174805
疲劳驾驶.mp4,打哈欠,"[0, 0, 288, 595]",0.4460434913635254,0.015000104904174805
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.3512406647205353,0.01699686050415039
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.3582804501056671,0.01699686050415039
疲劳驾驶.mp4,打哈欠,"[0, 0, 290, 591]",0.44582217931747437,0.01699686050415039
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.35133346915245056,0.015000581741333008
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.3586086630821228,0.015000581741333008
疲劳驾驶.mp4,打哈欠,"[0, 0, 290, 591]",0.4457491338253021,0.015000581741333008
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.3517371714115143,0.014999866485595703
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.3583516478538513,0.014999866485595703
疲劳驾驶.mp4,打哈欠,"[0, 0, 290, 591]",0.4459896981716156,0.014999866485595703
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.35174769163131714,0.01599860191345215
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.3581697642803192,0.01599860191345215
疲劳驾驶.mp4,打哈欠,"[0, 0, 290, 591]",0.4457683563232422,0.01599860191345215
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.35168224573135376,0.01599907875061035
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.35839471220970154,0.01599907875061035
疲劳驾驶.mp4,打哈欠,"[0, 0, 290, 591]",0.4455357789993286,0.01599907875061035
疲劳驾驶.mp4,睁眼,"[1, 89, 117, 175]",0.351907342672348,0.016001224517822266
疲劳驾驶.mp4,睁眼,"[182, 84, 270, 166]",0.3589463233947754,0.016001224517822266
疲劳驾驶.mp4,打哈欠,"[0, 0, 290, 591]",0.44667232036590576,0.016001224517822266
疲劳驾驶.mp4,睁眼,"[13, 91, 127, 174]",0.37756916880607605,0.01600050926208496
疲劳驾驶.mp4,睁眼,"[190, 86, 287, 166]",0.3874352276325226,0.01600050926208496
疲劳驾驶.mp4,打哈欠,"[12, 0, 301, 604]",0.46199989318847656,0.01600050926208496
疲劳驾驶.mp4,睁眼,"[63, 87, 176, 182]",0.32625532150268555,0.015002727508544922
疲劳驾驶.mp4,打哈欠,"[17, 1, 368, 620]",0.41063767671585083,0.015002727508544922
疲劳驾驶.mp4,睁眼,"[340, 86, 450, 181]",0.29319512844085693,0.014999151229858398
疲劳驾驶.mp4,睁眼,"[513, 81, 607, 168]",0.29616987705230713,0.014999151229858398
疲劳驾驶.mp4,打哈欠,"[0, 4, 210, 640]",0.4096606373786926,0.014999151229858398
疲劳驾驶.mp4,打哈欠,"[303, 0, 634, 614]",0.41255927085876465,0.014999151229858398
疲劳驾驶.mp4,睁眼,"[373, 130, 440, 203]",0.35872119665145874,0.014998912811279297
疲劳驾驶.mp4,睁眼,"[217, 127, 313, 205]",0.3780711889266968,0.014998912811279297
疲劳驾驶.mp4,打哈欠,"[137, 7, 454, 637]",0.4352298080921173,0.014998912811279297
疲劳驾驶.mp4,睁眼,"[415, 130, 483, 203]",0.3436283767223358,0.016000986099243164
疲劳驾驶.mp4,睁眼,"[258, 125, 359, 206]",0.36275193095207214,0.016000986099243164
疲劳驾驶.mp4,打哈欠,"[177, 4, 493, 638]",0.4271547198295593,0.016000986099243164
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35127344727516174,0.015000343322753906
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36448797583580017,0.015000343322753906
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4409896731376648,0.015000343322753906
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35129228234291077,0.014000415802001953
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36439159512519836,0.014000415802001953
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.442043662071228,0.014000415802001953
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35129228234291077,0.014999628067016602
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36439159512519836,0.014999628067016602
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.442043662071228,0.014999628067016602
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35127344727516174,0.013999700546264648
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36448797583580017,0.013999700546264648
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4409896731376648,0.013999700546264648
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512800931930542,0.015000343322753906
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36446988582611084,0.015000343322753906
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4419877827167511,0.015000343322753906
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512800931930542,0.01701188087463379
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36446988582611084,0.01701188087463379
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4419877827167511,0.01701188087463379
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512653112411499,0.013995647430419922
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.3645983338356018,0.013995647430419922
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.44062405824661255,0.013995647430419922
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35130801796913147,0.016999006271362305
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.3644326627254486,0.016999006271362305
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4417976438999176,0.016999006271362305
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35129639506340027,0.015000581741333008
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36453285813331604,0.015000581741333008
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.44170430302619934,0.015000581741333008
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512416481971741,0.015000104904174805
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36435237526893616,0.015000104904174805
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.44065073132514954,0.015000104904174805
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512776792049408,0.014989852905273438
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.3644371032714844,0.014989852905273438
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4416656196117401,0.014989852905273438
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35129499435424805,0.015000343322753906
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.3643210232257843,0.015000343322753906
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.44139984250068665,0.015000343322753906
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.35125142335891724,0.014999866485595703
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.364148885011673,0.014999866485595703
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.441425621509552,0.014999866485595703
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512552082538605,0.014998912811279297
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.36425045132637024,0.014998912811279297
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.44166067242622375,0.014998912811279297
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.3512570559978485,0.0169980525970459
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.3642866611480713,0.0169980525970459
疲劳驾驶.mp4,打哈欠,"[193, 7, 507, 637]",0.4412640631198883,0.0169980525970459
疲劳驾驶.mp4,睁眼,"[428, 131, 495, 201]",0.351116806268692,0.014998435974121094
疲劳驾驶.mp4,睁眼,"[272, 128, 369, 205]",0.3633374273777008,0.014998435974121094
疲劳驾驶.mp4,打哈欠,"[194, 7, 507, 637]",0.44193440675735474,0.014998435974121094
Drowsiness_SIXU_A01076.jpg,睁眼,"[179, 110, 253, 164]",0.3523235321044922,0.020006656646728516
Drowsiness_SIXU_A01076.jpg,睁眼,"[303, 114, 368, 174]",0.37259650230407715,0.020006656646728516
Drowsiness_SIXU_A01076.jpg,打哈欠,"[139, 38, 386, 450]",0.4031211733818054,0.020006656646728516
Drowsiness_SIXU_A01076.jpg,睁眼,"[179, 110, 253, 164]",0.3523235321044922,0.02099442481994629
Drowsiness_SIXU_A01076.jpg,睁眼,"[303, 114, 368, 174]",0.37259650230407715,0.02099442481994629
Drowsiness_SIXU_A01076.jpg,打哈欠,"[139, 38, 386, 450]",0.4031211733818054,0.02099442481994629
Camera: 0,闭眼,"[475, 104, 534, 160]",0.38016459345817566,0.043023109436035156
Camera: 0,闭眼,"[582, 82, 634, 135]",0.4228476881980896,0.043023109436035156
Camera: 0,未打哈欠,"[433, 11, 635, 431]",0.6625668406486511,0.043023109436035156
Camera: 0,闭眼,"[475, 104, 534, 160]",0.3876226246356964,0.020995616912841797
Camera: 0,闭眼,"[582, 82, 633, 135]",0.4283529818058014,0.020995616912841797
Camera: 0,未打哈欠,"[432, 10, 635, 432]",0.6689090728759766,0.020995616912841797
